,DRUG_DATASET,DRUG_ID,DRUG_NAME,DRUG_TARGET,N_MEASUREMENTS,PVAL,SPEARMANR
635,GDSC1,431,Alisertib,AURKA,485,0.16969881808501944,-0.06245281093765942
636,GDSC1,277,Linifanib,KIT,498,0.16298577451560856,-0.06261190291664272
637,GDSC1,194,Luminespib,HSP90AA1,471,0.1654501519313932,-0.06401285370072193
638,GDSC1,171,AKT inhibitor VIII,AKT3,478,0.1611286706423434,-0.0641952670292876
639,GDSC1,291,KIN001-266,MAP3K8,497,0.15210817075125035,-0.06433499950343335
640,GDSC1,333,T0901317,NR1H3,495,0.14715523926734983,-0.06525258293195234
641,GDSC1,1057,Dactolisib,PIK3CA,504,0.14324520910945063,-0.06529591896991462
642,GDSC2,1057,Dactolisib,PIK3CA,426,0.16942151936566965,-0.06669548632198204
643,GDSC1,155,Ponatinib,SRC,480,0.1428152290730864,-0.06698499125430231
644,GDSC2,1553,Uprosertib,AKT3,412,0.17079086447719863,-0.06760683154985472
645,GDSC1,253,XMD14-99,LTK,498,0.13038521791417326,-0.06787291583967917
646,GDSC1,374,GSK1059615,PIK3CB,491,0.1323794856972362,-0.06800467144286555
647,GDSC1,177,GSK650394,SGK2,471,0.13434864923938766,-0.06908714836652802
648,GDSC2,1085,Sorafenib,KIT,427,0.14967409484882185,-0.06983913593403535
649,GDSC1,312,Tivozanib,FLT4,497,0.10848846973749382,-0.07208300326639198
650,GDSC1,260,NG-25,MAP4K2,498,0.10592943621731048,-0.07253570436307878
651,GDSC1,277,Linifanib,FLT4,498,0.10324058698520852,-0.07309856191498655
652,GDSC1,407,kb NB 142-70,PRKD1,498,0.09673983528148361,-0.07450905968221286
653,GDSC1,1005,Cisplatin,CYP2C9,510,0.09257372333152387,-0.07455835255489822
654,GDSC2,1629,ML323,USP1,411,0.12812201077940652,-0.07517522223624191
655,GDSC2,1854,MN-64,TNKS2,411,0.12191384068674184,-0.07641867354822651
656,GDSC2,1925,GDC0810,ESR2,426,0.113427004273677,-0.07680777044135595
657,GDSC2,1916,AZD5363,AKT3,426,0.10968378638195296,-0.07761275463775906
658,GDSC2,1922,Cediranib,KIT,426,0.10681897649355497,-0.07824357912178956
659,GDSC1,438,Panobinostat,HDAC7,490,0.06884770400154071,-0.0822636682776518
660,GDSC2,1085,Sorafenib,PDGFRA,427,0.08776842743586583,-0.08272231828229988
661,GDSC1,447,ETP-45835,MKNK1,495,0.06551257840893634,-0.08284734507145373
662,GDSC1,562,AGI-6780,IDH2,493,0.06040512303283011,-0.08463602723695147
663,GDSC1,332,XMD15-27,CAMK2B,498,0.05798562117819265,-0.08501291448621712
664,GDSC1,219,AT-7519,CDK2,488,0.059632160574554186,-0.08532547223485987
665,GDSC1,308,Foretinib,EGFR,496,0.05704349075543295,-0.0855054078134496
666,GDSC2,1006,Cytarabine,POLB,426,0.07790112793732185,-0.08551218594110468
667,GDSC1,432,Flavopiridol,CDK4,490,0.05807513769985196,-0.08567460820370781
668,GDSC1,449,CD532,AURKA,497,0.05570394263264079,-0.08588286422772938
669,GDSC2,1816,Fulvestrant,ESR1,411,0.07546110637354404,-0.0877830995020318
670,GDSC1,277,Linifanib,FLT1,498,0.045447919414121865,-0.08968852835000199
671,GDSC2,2109,AZ6102,TNKS2,422,0.06523014479510059,-0.08983374358721331
672,GDSC2,1005,Cisplatin,CYP2C9,431,0.061670601795051246,-0.0900885507533109
673,GDSC2,1931,MIRA-1,TP53,425,0.061902029249388986,-0.09064310390645762
674,GDSC1,271,VNLG/124,HDAC7,494,0.043610524601785036,-0.09082816404264038
675,GDSC2,1927,GSK2578215A,LRRK2,426,0.056650015657015156,-0.0924199003083108
676,GDSC2,1873,Buparlisib,PIK3CB,426,0.05611819132065766,-0.09261858518517081
677,GDSC1,279,BIX02189,MAPK7,497,0.03880998261439152,-0.09271530105417049
678,GDSC2,1093,GSK1904529A,IGF1R,441,0.04808271094378109,-0.0941835475448921
679,GDSC1,273,CUDC-101,HDAC7,486,0.03454884831881978,-0.09590103803642051
680,GDSC1,249,Cabozantinib,KIT,497,0.03205976860458077,-0.09617567433360365
681,GDSC2,1925,GDC0810,ESR1,426,0.0472141023264059,-0.09620282931921327
682,GDSC1,271,VNLG/124,HDAC4,494,0.03094069402443755,-0.09710203678389863
683,GDSC1,476,SB505124,ACVR1B,493,0.03085212046132741,-0.09725161844173319
684,GDSC1,376,"Brivanib, BMS-540215",KDR,497,0.02830300621406469,-0.09838119271399873
685,GDSC1,202,GSK1904529A,IGF1R,475,0.021142234056705612,-0.10576243288787868
686,GDSC1,1006,Cytarabine,POLB,506,0.01491181332728042,-0.10817711048182257
687,GDSC1,257,NPK76-II-72-1,PLK3,497,0.015302439438083699,-0.10873353216852613
688,GDSC1,375,Voxtalisib,PIK3CA,498,0.013427948513222548,-0.11071994902510168
689,GDSC2,1131,PRIMA-1MET,TP53,410,0.023087661090633885,-0.11219320670354099
690,GDSC1,163,JQ1,BRDT,481,0.010839665081502857,-0.11607991649485425
691,GDSC1,1218,JQ1,BRDT,484,0.010478261752890596,-0.11625284377005986
692,GDSC2,1199,Tamoxifen,ESR1,427,0.015618741823743128,-0.11694203831846602
693,GDSC2,1083,Crizotinib,ALK,412,0.01433830598575716,-0.12056347434205074
694,GDSC1,147,NSC-87877,PTPN11,478,0.007577133666961644,-0.12200200862750615
695,GDSC2,1085,Sorafenib,FLT1,427,0.011567974346672522,-0.12209645185345255
696,GDSC2,1012,Vorinostat,HDAC7,428,0.008979838089501412,-0.1261594235395369
697,GDSC1,273,CUDC-101,HDAC4,486,0.005344835079144795,-0.12617159027681404
698,GDSC2,1068,Obatoclax Mesylate,BCL2L1,410,0.009014548602137747,-0.1288283515854986
699,GDSC1,1149,TW 37,BCL2L1,506,0.001998387280048364,-0.1370781739866809
700,GDSC2,1855,KRAS (G12C) Inhibitor-12,KRAS,411,0.005280108552426568,-0.1373579857264096
701,GDSC1,461,NSC319726,TP53,474,0.0026389020069805774,-0.13781769165869692
702,GDSC1,1050,ZM447439,AURKA,511,0.0017255562114331237,-0.13830328364222397
703,GDSC1,1069,EHT-1864,RAC1,507,0.0010303987667880468,-0.1453468318214322
704,GDSC1,177,GSK650394,SGK3,471,0.0002579881977622073,-0.16762904807734275
705,GDSC2,1849,Sabutoclax,BCL2L1,410,0.00042494646018816475,-0.17325321794256257
706,GDSC2,2046,MK-8776,CDK2,424,0.00012052257975904174,-0.18565486732629624
707,GDSC2,2045,AMG-319,PIK3CA,425,9.798607914501088e-05,-0.18782948523549733
708,GDSC1,432,Flavopiridol,CDK2,490,4.9871220385668655e-06,-0.2045778055327688
709,GDSC2,2040,Foretinib,EGFR,425,7.5747311440919615e-06,-0.21524315705554078
710,GDSC2,1180,Dinaciclib,CDK2,411,1.0684460251273254e-05,-0.21527989753712293
