"Cell
Model Passports
Identifier",Name,"Cosmic
Identifier",Tissue,"Cancer
Type","Microsatellite (MS)
instability (I) Status
= (S)table, (L)ow instability, (H)igh Instability",Whole Exome Sequencing Profiles,Copy Number Alteration Profiles,Transcriptional Profiles,Methylation Profiles,Drug Response Profiles,Transduction Efficiencty,Cas9 Activity,N of Replicates,Experiment Identifier,sgRNA library,"Replicate
Passing
Low Lev QC","CellLine
Passing
LowLev
QC","Hart Ess/nonEss.
AUROC","Hart Ess/nonEss.
AUPRRC","Ribosomal
proteins
Glass's Δ","Hart Essential genes
Glass's Δ","Hart
Non Essential genes
Glass's Δ","Passing High Level Quality Control Assessment 
(Analysis Set)"
SIDM00505,MIA-PaCa-2,724870,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"33.1, 28.8, 28.3","95.5, 95.5, 95.5",3,"MIAPac_c904R1, MIAPac_c904R2, MIAPac_c904R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.931058279,0.760867542,2.652370698,1.509875392,11.67623199,TRUE
SIDM00260,MKN28,908139,Stomach,Gastric Carcinoma,MSI-S,Y,Y,Y,Y,Y,"27.5, 28.1, 28.5","97.6, 97.6, 97.6",3,"MKN28_c907R1, MKN28_c907R2, MKN28_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.931602115,0.920644281,3.229598732,1.52620711,11.51551275,TRUE
SIDM00257,NB13,949177,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"23.9, 22.4, 22.9","86.8, 86.8, 86.8",3,"NB13_c906R1, NB13_c906R2, NB13_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.904756502,0.881966647,2.404080588,1.483594057,5.183455859,TRUE
SIDM00255,NB17,949175,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"45.7, 41.9, 43.3","91.4, 91.4, 91.4",3,"NB17_c906R1, NB17_c906R2, NB17_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.912368873,0.902681866,3.192060944,1.576946203,7.113639442,TRUE
SIDM00253,NB6,949173,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"17.7, 18, 23.2","93.9, 93.9, 93.9",3,"NB6_c906R1, NB6_c906R2, NB6_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.922322057,0.909147424,2.62459987,1.644544065,6.787123705,TRUE
SIDM00244,NB69,908440,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"29.8, 31.2, 29.4","92.4, 92.4, 92.4",3,"NB69_c906R1, NB69_c906R2, NB69_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.922378781,0.900613964,2.988287139,1.629021532,6.771746932,TRUE
SIDM00156,NB7,949174,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"16.7, 16.3, 15.4","95.4, 95.4, 95.4",3,"NB7_c906R1, NB7_c906R2, NB7_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.930599989,0.921725646,2.798748457,1.599979402,11.87571386,TRUE
SIDM00651,NCI-H1155,908467,Lung,Non-Small Cell Lung Carcinoma,MSI-S,Y,Y,Y,Y,Y,"16.9, 17.2, 18.1","87.8, 87.8, 87.8",3,"H1155_c906R1, H1155_c906R2, H1155_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.933485354,0.923284012,3.453644811,1.505150235,11.48554583,TRUE
SIDM00649,NCI-H1299,724831,Lung,Non-Small Cell Lung Carcinoma,MSI-S,Y,Y,Y,Y,Y,"21.8, 21.4, 21.1","96.8, 96.8, 96.8",3,"H1299_c906R1, H1299_c906R2, H1299_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.919625772,0.91069625,2.950800671,1.484052649,11.66712115,TRUE
SIDM00750,NCI-H1568,1298348,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"39.3, 40.1, 38.9","89.4, 89.4, 89.4",3,"H1568_c906R1, H1568_c906R2, H1568_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.903875389,0.890760177,2.614934192,1.307003543,8.265081139,TRUE
SIDM00745,NCI-H1650,687800,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"NA, NA, NA","90.5, 90.5, 90.5",3,"H1650_c906R1, H1650_c906R2, H1650_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.920423691,0.899426652,3.082992951,1.493269172,7.3566886,TRUE
SIDM00738,NCI-H1755,908475,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"34.7, 34.7, 35.9","94.9, 94.9, 94.9",3,"H1755_c906R1, H1755_c906R2, H1755_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.918797601,0.914046476,2.907595542,1.447086242,14.82450613,TRUE
SIDM00768,NCI-H1869,1240183,Lung,Non-Small Cell Lung Carcinoma,MSI-S,Y,Y,Y,Y,Y,"31.4, 28.5, 28.6","85.9, 85.9, 85.9",3,"H1869_c906R1, H1869_c906R2, H1869_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.917769004,0.910321909,2.837026528,1.434108751,10.73381404,TRUE
SIDM00763,NCI-H1915,1240184,Lung,Non-Small Cell Lung Carcinoma,MSI-S,Y,Y,Y,Y,Y,"21.4, 22.1, 21.8","95.5, 95.5, 95.5",3,"H1915_c906R1, H1915_c906R2, H1915_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.887262799,0.876019857,3.063164389,1.340736115,6.252189393,TRUE
SIDM00762,NCI-H1944,1240185,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"30.8, 30.9, 29.3","85.2, 85.2, 85.2",3,"H1944_c906R1, H1944_c906R2, H1944_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.930993276,0.914388074,2.833174197,1.634007488,7.556516041,TRUE
SIDM00759,NCI-H1975,924244,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"27.2, 26.3, 28.7","83.5, 83.5, 83.5",3,"H1975_c906R4, H1975_c906R5, H1975_c906R6","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.922129195,0.912147745,2.646767197,1.463482492,10.8031961,TRUE
SIDM00758,NCI-H1993,908476,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"31.4, 31.6, 32.4","83.2, 83.2, 83.2",3,"H1993_c906R1, H1993_c906R2, H1993_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.912474758,0.898823102,2.602775405,1.289454562,9.03055374,TRUE
SIDM00753,NCI-H2023,1240187,Lung,Non-Small Cell Lung Carcinoma,MSI-S,Y,Y,Y,Y,Y,"23.7, 22.2, 22.8","91.7, 91.7, 91.7",3,"H2023_c906R1, H2023_c906R2, H2023_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.916766879,0.91311437,3.124304603,1.569184457,11.44649123,TRUE
SIDM00708,NCI-H2087,724834,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"37.8, 36.8, 35.4","91.5, 91.5, 91.5",3,"H2087_c906R1, H2087_c906R2, H2087_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.920533358,0.907389195,2.80392357,1.513801826,7.985195624,TRUE
SIDM00716,NCI-H2170,687815,Lung,Squamous Cell Lung Carcinoma,MSI-S,Y,Y,Y,Y,Y,"27, 27.4, 27.5","89, 89, 89",3,"H2170_c906R1, H2170_c906R2, H2170_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.91424833,0.906430334,2.61274557,1.454801566,9.346847815,TRUE
SIDM00139,NCI-H226,905941,Lung,Mesothelioma,MSI-S,Y,Y,Y,Y,Y,"33.1, 35.7, 36.2","82, 82, 82",3,"H226_c90R1, H226_c90R2, H226_c90R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.904041779,0.8724065,2.527385664,1.334690482,6.340943914,TRUE
SIDM00138,NCI-H23,905942,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"27.5, 23.8, 25.5","91.5, 91.5, 91.5",3,"H23_c906R1, H23_c906R2, H23_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.939970806,0.924794885,2.849227305,1.721577192,7.447694972,TRUE
SIDM00517,NCI-H3118,1240140,Head and Neck,Head and Neck Carcinoma,MSI-S,Y,Y,Y,Y,Y,"24, 23.7, 24","91.7, 91.7, 91.7",3,"H3118_c908R1, H3118_c908R2, H3118_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, FALSE",TRUE,0.918124475,0.914426342,3.119454568,1.52937523,10.08105752,TRUE
SIDM00137,NCI-H3122,1240190,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"NA, NA, NA","94.8, 94.8, 94.8",3,"H3122_c906R1, H3122_c906R2, H3122_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.906348558,0.884368217,2.414676914,1.414700805,5.729700201,TRUE
SIDM00117,NCI-H322M,905967,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"42.1, 44.9, 47.4","78.7, 78.7, 78.7",3,"H322M_c906R1, H322M_c906R2, H322M_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.909430566,0.883318575,2.402436623,1.457405804,5.189597,TRUE
SIDM00718,NCI-H358,908465,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"20.2, 22.9, 21.9","90.7, 90.7, 90.7",3,"H358_c906R1, H358_c906R2, H358_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.905278364,0.886922286,2.854540976,1.335584771,7.551627446,TRUE
SIDM01130,NCI-H520,908443,Lung,Squamous Cell Lung Carcinoma,MSI-S,Y,Y,Y,Y,Y,"47, 46.8, 44.8","91.5, 91.5, 91.5",3,"H520_c906R1, H520_c906R2, H520_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.927223016,0.919417546,2.963509173,1.548180913,8.847429509,TRUE
SIDM01147,NCI-N87,908461,Stomach,Gastric Carcinoma,MSI-S,Y,Y,Y,Y,Y,"21, 22.1, 20.9","81, 81, 81",3,"N87_c908R1, N87_c908R2, N87_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.925612053,0.90107599,3.289725539,1.556380228,6.224041852,TRUE
SIDM00577,NH-12,908447,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"28.2, 29, 29","83.7, 83.7, 83.7",3,"NH12_c906R1, NH12_c906R2, NH12_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.908333901,0.893427731,2.955647114,1.466355693,8.405363284,TRUE
SIDM00572,NUGC-3,908455,Stomach,Gastric Carcinoma,MSI-H,Y,Y,Y,Y,Y,"25.1, 26.1, 26.2","91.3, 91.3, 91.3",3,"NUGC3_c907R1, NUGC3_c907R2, NUGC3_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.932558861,0.921466085,3.274360796,1.615240315,9.692551639,TRUE
SIDM00444,OACM5-1,1503363,Esophagus,Esophageal Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"44.6, 46.4, 49","98.5, 98.5, 98.5",3,"OACM51_c907R1, OACM51_c907R2, OACM51_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.923051906,0.908915898,3.141710012,1.389223031,9.011178872,TRUE
SIDM00480,OAW-42,910548,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"58.1, 62.1, 59","82, 82, 82",3,"OAW42_c905R1, OAW42_c905R2, OAW42_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.898384498,0.856760848,2.280252703,1.495165579,3.605290393,TRUE
SIDM00220,OC-314,909257,Ovary,Ovarian Carcinoma,MSI-H,Y,Y,Y,Y,Y,"22, 27.6, 28.1","89.8, 89.8, 89.8",3,"OC314_c905R1, OC314_c905R2, OC314_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.926432661,0.909479006,2.980698638,1.648178805,6.738714362,TRUE
SIDM00446,OCI-AML2,910947,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,MSI-S,Y,Y,Y,Y,Y,"20, 18, 19","79.9, 79.9, 79.9",3,"AML2_c905R1, AML2_c905R2, AML2_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.923823354,0.912786422,3.169645359,1.599232631,9.448951302,TRUE
SIDM00462,OCI-AML3,1290455,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,MSI-S,Y,Y,Y,Y,Y,"16, 17, 16","75.4, 75.4, 75.4",3,"AML3_c905R1, AML3_c905R2, AML3_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.925014559,0.920826099,2.873518686,1.713911287,7.847767332,TRUE
SIDM00460,OCI-LY-19,1330984,Haematopoietic and Lymphoid,B Cell Non Hodgkin`s Lymphoma,MSI-S,Y,Y,Y,Y,Y,"16.5, 19.4, 18.7","76.7, 76.7, 76.7",3,"LY19_c907R1, LY19_c907R2, LY19_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.916199638,0.881625805,2.934975861,1.598696052,6.082432821,TRUE
SIDM00241,OCUB-M,909256,Breast,Breast Carcinoma,MSI-L,Y,Y,Y,Y,Y,"46.8, 32.6, 35","92.4, 92.4, 92.4",3,"OCUBM_c903R1, OCUBM_c903R2, OCUBM_c903R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.917578584,0.720575849,2.353545477,1.402510671,5.761030799,TRUE
SIDM00478,OE21,1298359,Esophagus,Esophageal Squamous Cell Carcinoma,MSI-S,Y,Y,Y,Y,Y,"31.5, 31.1, 32.2","97.9, 97.9, 97.9",3,"OE21_C907R1, OE21_C907R2, OE21_C907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.936756442,0.922505043,3.220674971,1.557396736,11.44379089,TRUE
SIDM00477,OE33,910549,Esophagus,Esophageal Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"25.79, 34.09, 34.19","95.5, 95.5, 95.5",3,"OE33_C907R1, OE33_C907R2, OE33_C907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.921671621,0.878091417,2.808758491,1.446237798,6.414838003,TRUE
SIDM00457,OPM-2,909249,Haematopoietic and Lymphoid,Plasma Cell Myeloma,MSI-S,Y,Y,Y,Y,Y,"22.1, 21.7, 22.5","86.2, 86.2, 86.2",3,"OPM2_c907R4, OPM2_c907R5, OPM2_c907R6","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.942088505,0.926684498,3.056985075,1.635795226,9.600444857,TRUE
SIDM00565,OSC-20,1240196,Head and Neck,Oral Cavity Carcinoma,MSI-S,Y,Y,Y,Y,Y,"17.2, 16.7, 15.5","96.8, 96.8, 96.8",3,"OSC20_c908R1, OSC20_c908R2, OSC20_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.913302929,0.904105942,2.8955942,1.35833357,10.09794766,TRUE
SIDM01141,OV-90,1240197,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"38.4, 36.1, 35.7","91.8, 91.8, 91.8",3,"OV90_c905R1, OV90_c905R2, OV90_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.922352309,0.91134171,3.003848495,1.455376099,10.28146612,TRUE
SIDM00967,OVCA420,1480364,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"32.1, 32.1, 36","93.3, 93.3, 93.3",3,"OV420_c905R1, OV420_c905R2, OV420_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.919599301,0.910655377,2.336453034,1.313163009,10.62131747,TRUE
SIDM00091,OVCAR-5,905969,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"40.3, 43.7, 45.3","93.9, 93.9, 93.9",3,"OVR5_c905R1, OVR5_c905R2, OVR5_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.931208828,0.925544834,3.172782251,1.580782891,13.47187718,TRUE
SIDM00090,OVCAR-8,905991,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"52.4, 48.7, 52.3","96.3, 96.3, 96.3",3,"OVR8_c905R1, OVR8_c905R2, OVR8_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.930906299,0.922972147,3.224033715,1.582655388,12.980947,TRUE
SIDM00238,OVK-18,1480371,Ovary,Ovarian Carcinoma,MSI-H,Y,Y,Y,Y,Y,"28.5, 27.9, 28.8","84.4, 84.4, 84.4",3,"OVK18_c905R1, OVK18_c905R2, OVK18_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.927616303,0.914523632,2.873340303,1.662088305,7.638581935,TRUE
SIDM00455,PA-TU-8902,1298526,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"39.2, 36.5, 39.8","90.4, 90.4, 90.4",3,"P8902_c904R1, P8902_c904R2, P8902_c904R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.908163652,0.730850095,2.785120345,1.427910751,7.469394461,TRUE
SIDM00453,PA-TU-8988T,1240201,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"20.1, 22, 20.9","96.8, 96.8, 96.8",3,"P8988T_c904R1, P8988T_c904R2, P8988T_c904R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.913161188,0.745357467,2.742190952,1.443329036,11.2900567,TRUE
SIDM01138,PANC-03-27,925346,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"21.2, 21.5, 21.7","94, 94, 94",3,"P0327_c904R1, P0327_c904R2, P0327_c904R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.910836841,0.730234529,2.944208881,1.442184096,7.238984787,TRUE
SIDM01137,PANC-04-03,1298476,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"40.5, 40.9, 43.3","92.8, 92.8, 92.8",3,"P0403_c904R1, P0403_c904R2, P0403_c904R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.927763243,0.757661409,2.741672441,1.471226077,10.55441095,TRUE
SIDM01136,PANC-08-13,925347,Pancreas,Pancreatic Carcinoma,MSI-L,Y,Y,Y,Y,Y,"32, 34.3, 32","86.6, 86.6, 86.6",3,"P0813_c904R1, P0813_c904R2, P0813_c904R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.909316346,0.72493818,2.585862352,1.308438418,6.542735263,TRUE
SIDM01135,PANC-10-05,925348,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"35.6, 33.6, 34","88.1, 88.1, 88.1",3,"P1005_c904R1, P1005_c904R2, P1005_c904R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.922579911,0.737495721,2.950246488,1.464518098,5.930936148,TRUE
SIDM00237,PC-14,753608,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"40.2, 40.2, 39.4","93.3, 93.3, 93.3",3,"PC14_c906R1, PC14_c906R2, PC14_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.914989525,0.902355275,3.139465242,1.432219632,9.745425082,TRUE
SIDM00270,PCI-15A,1240204,Head and Neck,Head and Neck Carcinoma,MSI-S,Y,Y,Y,Y,Y,"42.3, 39.8, 37.1","97.8, 97.8, 97.8",3,"PCI15A_c908R1, PCI15A_c908R2, PCI15A_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.9259108,0.915176784,2.72132944,1.52772738,9.33586522,TRUE
SIDM00044,PCI-30,1298529,Head and Neck,Head and Neck Carcinoma,MSI-S,Y,Y,Y,Y,Y,"32.1, 31.3, 30.4","96.8, 96.8, 96.8",3,"PCI30_c908R1, PCI30_c908R2, PCI30_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.920253519,0.911623563,3.224819085,1.50008568,12.01799334,TRUE
SIDM00155,PCI-38,1240205,Head and Neck,Head and Neck Carcinoma,MSI-S,Y,Y,Y,Y,Y,"34, 28.1, 29.8","88.4, 88.4, 88.4",3,"PCI38_c908R1, PCI38_c908R2, PCI38_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.930781506,0.922500335,3.201359681,1.72499044,9.090811194,TRUE
SIDM00043,PCI-4B,1298531,Head and Neck,Head and Neck Carcinoma,MSI-S,Y,Y,Y,Y,Y,"18.2, 16.9, 18","94.5, 94.5, 94.5",3,"PCI4B_c908R1, PCI4B_c908R2, PCI4B_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.923422504,0.908937674,2.95910869,1.639079277,7.420926224,TRUE
SIDM00473,PE-CA-PJ15,1240207,Head and Neck,Oral Cavity Carcinoma,NA,N,N,Y,Y,Y,"25.9, 27.2, 28.5","90.1, 90.1, 90.1",3,"PECAPJ_c908R1, PECAPJ_c908R2, PECAPJ_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.927200327,0.920058878,3.170556023,1.575720699,10.62210546,TRUE
SIDM00472,PEO1,1480372,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"21.7, 21.3, 21.5","88.6, 88.6, 88.6",3,"PEO1_c905R1, PEO1_c905R2, PEO1_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.931863045,0.920511814,2.736989041,1.480375949,9.670033213,TRUE
SIDM00471,PEO4,1480373,Ovary,Ovarian Carcinoma,NA,N,N,N,N,N,"28.7, 23.7, 26.5","85.2, 85.2, 85.2",3,"PEO4_c905R1, PEO4_c905R2, PEO4_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.929976025,0.913420692,3.073009119,1.368766162,8.73587494,TRUE
SIDM00469,PSN1,910546,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"16.5, 15, 15","96.2, 96.2, 96.2",3,"PSN1_c904R1, PSN1_c904R2, PSN1_c904R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.926140371,0.759023413,3.018789554,1.569484853,12.63827418,TRUE
SIDM00819,RCC-FG2,1524414,Kidney,Kidney Carcinoma,MSI-L,Y,Y,Y,Y,Y,"45.8, 41.2, 45.6","97.4, 97.4, 97.4",3,"RCCFG2_C908R1, RCCFG2_C908R2, RCCFG2_C908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.91599165,0.908497322,2.908522586,1.34630224,10.42595359,TRUE
SIDM00359,RCM-1,909263,Large Intestine,Colorectal Carcinoma,MSI-S,Y,Y,Y,Y,Y,"20.2, 21.7, 22.3","93.3, 93.3, 93.3",3,"RCM1_c903R1, RCM1_c903R2, RCM1_c903R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.915785083,0.731520415,2.731467075,1.434831687,6.524878072,TRUE
SIDM00354,RERF-LC-Sq1,1298538,Lung,Squamous Cell Lung Carcinoma,MSI-S,Y,Y,Y,Y,Y,"61.9, 61.9, 61.7","97.8, 97.8, 97.8",3,"LCSq1_c906R1, LCSq1_c906R2, LCSq1_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.925634742,0.913767455,2.799563011,1.390401618,11.26055221,TRUE
SIDM00353,RKN,1298539,Soft Tissue,Soft Tissue Carcinomas,MSI-S,Y,Y,Y,Y,Y,"67.1, 52.3, 52.2","89.3, 89.3, 89.3",3,"RKN_c905R4, RKN_c905R5, RKN_c905R6","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.910795725,0.899816674,2.917107358,1.302373712,10.58238265,TRUE
SIDM01090,RKO,909698,Large Intestine,Colorectal Carcinoma,MSI-H,Y,Y,Y,Y,Y,"NA, 51.3, 52.6","95.6, 95.6, 95.6",3,"RKO_C902R1_P1D14, RKO_C902R2_P1D14, RKO_C902R3_P1D14","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.937849316,0.766529409,3.362603135,1.603902287,12.56934874,TRUE
SIDM01088,RL95-2,930082,Endometrium,Endometrial Carcinoma,MSI-H,Y,Y,Y,Y,Y,"32.5, 31, 31.1","86, 86, 86",3,"RL952_c908R1, RL952_c908R2, RL952_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.92871675,0.920014473,2.887559668,1.438883001,13.19816305,TRUE
SIDM00352,RMG-I,909699,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"36.2, 35.8, 33.2","93.1, 93.1, 93.1",3,"RMGI_c905R1, RMGI_c905R2, RMGI_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.930210484,0.915185869,2.90418596,1.418048892,9.635013015,TRUE
SIDM00415,ROS-50,1331025,Haematopoietic and Lymphoid,B Cell Non Hodgkin`s Lymphoma,MSI-S,Y,Y,Y,Y,Y,"17.4, 18.1, 19.1","92.2, 92.2, 92.2",3,"ROS50_c905R4, ROS50_c905R5, ROS50_c905R6","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.902861918,0.880477913,2.671271956,1.365225298,5.811009382,TRUE
SIDM00087,RPMI-8226,905964,Haematopoietic and Lymphoid,Plasma Cell Myeloma,MSI-S,Y,Y,Y,Y,Y,"18.1, 19.7, 17","88.5, 88.5, 88.5",3,"R8226_c907R1, R8226_c907R2, R8226_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.92131615,0.905124092,3.307839915,1.647445488,6.682081656,TRUE
SIDM00351,SAS,909708,Head and Neck,Oral Cavity Carcinoma,MSI-S,Y,Y,Y,Y,Y,"25.2, 24.2, 24.6","96, 96, 96",3,"SAS_c907R1, SAS_c907R2, SAS_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.929836105,0.912833645,2.910460031,1.59202222,8.742711803,TRUE
SIDM01081,SCC-4,910904,Head and Neck,Oral Cavity Carcinoma,MSI-S,Y,Y,Y,Y,Y,"21, 22.5, 23","93, 93, 93",3,"SCC4_c907R1, SCC4_c907R2, SCC4_c907R3","V1.1, V1.1, V1.1","TRUE, FALSE, TRUE",TRUE,0.926614178,0.912872626,2.56145293,1.46763414,9.395090847,TRUE
SIDM01080,SCC-9,909709,Head and Neck,Oral Cavity Carcinoma,MSI-S,Y,Y,Y,Y,Y,"32.1, 37.5, 35.1","88.4, 88.4, 88.4",3,"SCC9_c908R1, SCC9_c908R2, SCC9_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.923494354,0.902499575,2.926363376,1.511274772,7.268895879,TRUE
