,DRUG_DATASET,DRUG_ID,DRUG_NAME,DRUG_TARGET,N_MEASUREMENTS,PVAL,SPEARMANR
636,GDSC1,273,CUDC-101,EGFR,486,0.14319274948372532,-0.06650630534144861
637,GDSC1,249,Cabozantinib,FLT3,497,0.13606222136639773,-0.06695683232703646
638,GDSC1,171,AKT inhibitor VIII,AKT3,478,0.14079855370006927,-0.06746526118777557
639,GDSC1,153,Midostaurin,PRKCA,481,0.13755242477801816,-0.06780717040053139
640,GDSC1,308,Foretinib,FLT4,496,0.12530331804970082,-0.06892075817564232
641,GDSC2,2109,AZ6102,TNKS2,422,0.15070055007328903,-0.07007688757303193
642,GDSC2,1093,GSK1904529A,INSR,441,0.14063555265227207,-0.07027594254485012
643,GDSC1,477,A-83-01,TGFB2,494,0.11580616161092586,-0.07084619590224372
644,GDSC1,219,AT-7519,CDK2,488,0.11773015691472027,-0.0709084905109019
645,GDSC2,1849,Sabutoclax,BCL2L1,410,0.1490486129122738,-0.07138676555148468
646,GDSC2,1057,Dactolisib,PIK3CA,426,0.13627075905342287,-0.07230010729759463
647,GDSC1,332,XMD15-27,CAMK2B,498,0.10333388688892102,-0.07307883809606074
648,GDSC1,1037,BX795,TBK1,511,0.09686843161824968,-0.07352482516979392
649,GDSC1,155,Ponatinib,SRC,480,0.10487936856937764,-0.07410904561217713
650,GDSC1,229,Enzastaurin,PRKCB,497,0.09603258525533459,-0.0747422740875881
651,GDSC2,1854,MN-64,TNKS,411,0.12682433941747895,-0.07543120658334355
652,GDSC1,199,Pazopanib,CSF1R,473,0.09973511814407106,-0.075781200034654
653,GDSC1,1057,Dactolisib,PIK3CA,504,0.08776417534993453,-0.07612833137900557
654,GDSC2,1561,Taselisib,PIK3CD,442,0.1096966402237076,-0.07618834997100073
655,GDSC1,432,Flavopiridol,CDK4,490,0.08919750089893454,-0.07686487487176846
656,GDSC1,182,Obatoclax Mesylate,BCL2L1,473,0.0946387921335984,-0.07694158672589294
657,GDSC1,252,WZ3105,SRC,498,0.081893582099897,-0.07803962146007853
658,GDSC1,407,kb NB 142-70,PRKD1,498,0.08088970692381173,-0.07829647023548131
659,GDSC2,2109,AZ6102,TNKS,422,0.10736647923744354,-0.0784924213809137
660,GDSC1,219,AT-7519,CDK1,488,0.08315208416305907,-0.07851509249539626
661,GDSC1,271,VNLG/124,HDAC7,494,0.07897422756966775,-0.07911278074617457
662,GDSC2,1553,Uprosertib,AKT3,412,0.1085263317501119,-0.07918178303705162
663,GDSC1,279,BIX02189,MAPK7,497,0.07701819721344666,-0.07939177230580757
664,GDSC2,1925,GDC0810,ESR2,426,0.09494403081871335,-0.08101073169974525
665,GDSC1,562,AGI-6780,IDH2,493,0.06972810458581094,-0.08175446879785121
666,GDSC1,1058,Pictilisib,PIK3CB,503,0.06435647847027079,-0.08253872703826369
667,GDSC1,376,"Brivanib, BMS-540215",KDR,497,0.06582560983961927,-0.08258470371392757
668,GDSC2,1927,GSK2578215A,LRRK2,426,0.08675452533967544,-0.08308466032453156
669,GDSC2,1620,PFI3,SMARCA2,411,0.08304550579126281,-0.08560023230449866
670,GDSC1,273,CUDC-101,HDAC7,486,0.05691762006593117,-0.08642550267761075
671,GDSC2,1068,Obatoclax Mesylate,BCL2L1,410,0.0760136729730088,-0.08772522115669643
672,GDSC1,333,T0901317,NR1H3,495,0.05067241714741119,-0.08788888182849332
673,GDSC1,1046,Wee1 Inhibitor,WEE1,453,0.058179485742201116,-0.08907311876871951
674,GDSC2,1925,GDC0810,ESR1,426,0.06436024025500103,-0.08969993538860939
675,GDSC1,1039,SL0101,RPS6KA1,502,0.04287994744114325,-0.0904149262878724
676,GDSC1,147,NSC-87877,PTPN11,478,0.044500562557274956,-0.09195126663791234
677,GDSC2,1093,GSK1904529A,IGF1R,441,0.05208521474104867,-0.09256066062788754
678,GDSC2,1816,Fulvestrant,ESR1,411,0.06019859698730984,-0.092783350128165
679,GDSC2,1912,Afuresertib,AKT3,426,0.05461829783558613,-0.09318747586774263
680,GDSC2,1916,AZD5363,AKT3,426,0.04177919323315862,-0.09867971570988128
681,GDSC1,1006,Cytarabine,POLB,506,0.02288330488043342,-0.10114348712977808
682,GDSC1,1149,TW 37,BCL2L1,506,0.02025200341277226,-0.1031893104412062
683,GDSC2,1083,Crizotinib,ALK,412,0.0359758075542647,-0.10335882418246341
684,GDSC1,1218,JQ1,BRDT,484,0.022760483176100743,-0.10350904952591923
685,GDSC2,1006,Cytarabine,POLB,426,0.032338683311579464,-0.10371792956388282
686,GDSC1,163,JQ1,BRDT,481,0.02252870410315863,-0.10400822542938726
687,GDSC1,375,Voxtalisib,PIK3CA,498,0.01940334469865013,-0.10472934912514904
688,GDSC2,1924,Ipatasertib,AKT3,426,0.029478628302328842,-0.10549274431545881
689,GDSC2,1873,Buparlisib,PIK3CB,426,0.02895678536025106,-0.10583237127684138
690,GDSC2,1131,PRIMA-1MET,TP53,410,0.030493477525187197,-0.10687369333315343
691,GDSC1,431,Alisertib,AURKA,485,0.016950025767695776,-0.10838405927440604
692,GDSC1,1022,AZD7762,CHEK2,509,0.012794520813743326,-0.11027680536812595
693,GDSC1,1069,EHT-1864,RAC3,507,0.012419227887319896,-0.11095986677320784
694,GDSC2,1199,Tamoxifen,ESR1,427,0.017693646503336467,-0.11474454201846593
695,GDSC1,308,Foretinib,EGFR,496,0.009707000855997978,-0.11601947953606291
696,GDSC1,273,CUDC-101,HDAC4,486,0.009145244348735834,-0.1181266577443465
697,GDSC1,202,GSK1904529A,IGF1R,475,0.00937784010776777,-0.11909203388217379
698,GDSC2,1931,MIRA-1,TP53,425,0.013669255828060644,-0.11953369495552674
699,GDSC1,449,CD532,AURKA,497,0.005904604805726666,-0.12332917051473238
700,GDSC1,461,NSC319726,TP53,474,0.006211400798929417,-0.12552133672688964
701,GDSC1,1069,EHT-1864,RAC1,507,0.004153057103617192,-0.1270937999929652
702,GDSC2,2046,MK-8776,CDK2,424,0.007234499396430031,-0.13026487511905602
703,GDSC1,253,XMD14-99,LTK,498,0.0027721148283679892,-0.13380488158688714
704,GDSC2,1855,KRAS (G12C) Inhibitor-12,KRAS,411,0.002016468068510145,-0.15188773331996663
705,GDSC1,1050,ZM447439,AURKA,511,0.00048698839745566695,-0.15374994604005982
706,GDSC2,1180,Dinaciclib,CDK2,411,0.0003856052676542826,-0.17428489450368248
707,GDSC1,177,GSK650394,SGK3,471,0.00012965024460280422,-0.1754410707435898
708,GDSC1,432,Flavopiridol,CDK2,490,3.688968597593254e-05,-0.18525740784987418
709,GDSC2,2045,AMG-319,PIK3CA,425,5.896706108822537e-05,-0.1935727126354129
710,GDSC2,2040,Foretinib,EGFR,425,1.2188829593543808e-06,-0.23282612433759048
